,T-shirt,bag,belt,blazer,blouse,coat,dress,hat,jeans,legging,pants,scarf,shoe,shorts,skirt,socks,stocking,sunglass,sweater
171721.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
107996.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2128.jpg,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
187094.jpg,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0
150850.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
26497.jpg,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
171080.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
108128.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
171522.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
148652.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
187092.jpg,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
186253.jpg,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
44600.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
38150.jpg,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
84766.jpg,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
173334.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
66765.jpg,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
174659.jpg,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
79908.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
194356.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10556.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
83626.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
186812.jpg,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
145976.jpg,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
105059.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
183424.jpg,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
119544.jpg,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
192803.jpg,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
64127.jpg,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
99061.jpg,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
15138.jpg,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
49708.jpg,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5137.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
45773.jpg,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
69518.jpg,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
187614.jpg,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
185787.jpg,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
8801.jpg,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
186868.jpg,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
134526.jpg,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
165177.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
137556.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
181338.jpg,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
41504.jpg,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
21470.jpg,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
118853.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
136927.jpg,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
13832.jpg,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0
48466.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
48484.jpg,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
174736.jpg,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
49640.jpg,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
186251.jpg,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
6796.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
183145.jpg,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0
81100.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
182095.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
81068.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5808.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
13194.jpg,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
158894.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
44333.jpg,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
149228.jpg,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
191323.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
67949.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
183955.jpg,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
30429.jpg,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
77262.jpg,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0
1315.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
45764.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
108469.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
177810.jpg,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
29675.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
11674.jpg,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
122270.jpg,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
104456.jpg,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
162346.jpg,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
120762.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
53664.jpg,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
101296.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
43576.jpg,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
181673.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
111723.jpg,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
191880.jpg,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
32723.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
40315.jpg,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
58812.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
150979.jpg,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
104565.jpg,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
101957.jpg,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
13525.jpg,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
9069.jpg,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
121410.jpg,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
133734.jpg,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
6420.jpg,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
165053.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
112412.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
7707.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3901.jpg,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
159634.jpg,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
54094.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
99618.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
171724.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
21101.jpg,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
140161.jpg,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
155469.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
10708.jpg,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
193994.jpg,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
148754.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
171241.jpg,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
47698.jpg,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
131845.jpg,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0
182490.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1147.jpg,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0
30567.jpg,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
142573.jpg,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
18525.jpg,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
185580.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
133265.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
101339.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
55939.jpg,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
181299.jpg,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
36548.jpg,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
54738.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
63239.jpg,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
96109.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
176780.jpg,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
182146.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
182954.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
39111.jpg,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0
444.jpg,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
61911.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
106672.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
100232.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
176379.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
93387.jpg,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
143151.jpg,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
27901.jpg,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
158389.jpg,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
32239.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
190830.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
949.jpg,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
68167.jpg,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
68325.jpg,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
182929.jpg,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
180857.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
24943.jpg,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
127567.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2554.jpg,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
43634.jpg,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
9779.jpg,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0
40186.jpg,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
49545.jpg,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
72340.jpg,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
47737.jpg,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
27992.jpg,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
112680.jpg,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
185438.jpg,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
38506.jpg,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
138546.jpg,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
16816.jpg,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
177888.jpg,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
47081.jpg,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
96788.jpg,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
166903.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
80397.jpg,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0
48938.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
36055.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
89538.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
188476.jpg,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
179856.jpg,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
29809.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
30300.jpg,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
58237.jpg,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
83473.jpg,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
122173.jpg,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
38588.jpg,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
193873.jpg,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
96397.jpg,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
20751.jpg,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
52053.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
108752.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
99611.jpg,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
135195.jpg,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
105954.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
46593.jpg,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
49138.jpg,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2545.jpg,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
178623.jpg,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
180390.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
53299.jpg,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
87598.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
13941.jpg,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
66793.jpg,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
190575.jpg,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0
130298.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
62994.jpg,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
188270.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
14575.jpg,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
21783.jpg,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0
61026.jpg,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
47035.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
93834.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
30169.jpg,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1
191368.jpg,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
45575.jpg,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
146593.jpg,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
54472.jpg,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6583.jpg,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
38056.jpg,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
81296.jpg,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
83666.jpg,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
186759.jpg,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
188313.jpg,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
67722.jpg,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
39980.jpg,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
188159.jpg,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
159396.jpg,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
117140.jpg,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
158801.jpg,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
171120.jpg,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
9579.jpg,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
12486.jpg,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
92616.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
118547.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
148300.jpg,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
522.jpg,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
183436.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
58565.jpg,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
188812.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
82363.jpg,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
152804.jpg,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
5209.jpg,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
88989.jpg,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
186123.jpg,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
134382.jpg,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
36727.jpg,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
60702.jpg,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
185243.jpg,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
119314.jpg,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0
12325.jpg,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
173015.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
12561.jpg,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
88124.jpg,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
60265.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
28211.jpg,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
63147.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
37004.jpg,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
188932.jpg,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
186916.jpg,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
185303.jpg,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
168245.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
183186.jpg,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
47145.jpg,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0
62945.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
145324.jpg,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
145836.jpg,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
96275.jpg,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
88576.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
65035.jpg,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
93972.jpg,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
41127.jpg,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
152479.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
38047.jpg,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
192552.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
174976.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
147154.jpg,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
100922.jpg,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
170390.jpg,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
22033.jpg,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0
79636.jpg,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
57050.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
20777.jpg,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
77556.jpg,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
59656.jpg,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
99947.jpg,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
50808.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
49543.jpg,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
40586.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
191410.jpg,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
105653.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
89939.jpg,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
67867.jpg,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
59172.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
190388.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
41024.jpg,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
68912.jpg,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
4437.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
162042.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
109035.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
7119.jpg,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
130638.jpg,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
102162.jpg,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
26107.jpg,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
80265.jpg,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
172131.jpg,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
60266.jpg,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
61738.jpg,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
187607.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
178254.jpg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
127072.jpg,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
46857.jpg,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
63548.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
149699.jpg,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
57211.jpg,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
105606.jpg,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
93994.jpg,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
104572.jpg,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
105645.jpg,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
